quarter,quarter_start,year,q,n_articles,lm_neg,lm_pos,lm_unc,lm_lit,lm_strong,lm_weak,lm_constr,gi_neg,gi_pos,earn_salience,div_salience,dr_salience,cf_growth,cf_decline,lm_tone,cf_tone,hl_lm_neg,hl_lm_pos,hl_lm_unc,hl_lm_lit,hl_lm_strong,hl_lm_weak,hl_lm_constr,hl_gi_neg,hl_gi_pos,hl_earn_salience,hl_div_salience,hl_dr_salience,hl_cf_growth,hl_cf_decline,hl_lm_tone,hl_cf_tone,lm_tone_disp,lm_neg_disp,lm_unc_disp,gi_neg_disp,cf_tone_disp,mean_body_tokens,ocr_quality,sent_agg
1892Q3,1892-07-01,1892,3,1318,0.010398424759027684,0.0025164875795000846,0.0016623722051367302,0.0014158825333405942,0.003955299384635669,0.0008340522615427387,0.0003468052358992144,0.019289249897534815,0.01584985912828641,0.001530528892315541,0.0009773602102614225,0.0021926116153958594,0.0016337106153929933,0.0012525114718012949,-0.0078819371795276,0.00038119914359169846,0.004666483667307164,0.0030194894317869887,0.0010979961570134504,0.0010979961570134504,0.0010979961570134504,0.0002744990392533626,0.0,0.03623387318144387,0.025528410650562723,0.012352456766401317,0.009607466373867692,0.032390886631896786,0.001372495196266813,0.0016469942355201758,-0.0016469942355201758,-0.0002744990392533626,0.015250752364954358,0.013236747039381741,0.0047892237969653795,0.01894749880464252,0.007373747663512612,264.7185128983308,0.38592543974044063,-1.3310032391369055
1892Q4,1892-10-01,1892,4,1323,0.011263544997847822,0.002325507495067324,0.0017939629247662216,0.001276862500397214,0.003400151952415206,0.0009533136315182819,0.00032932652725177014,0.018858276928943467,0.01483702670144817,0.0016524102946316888,0.0009013147061627394,0.002230176131915496,0.0014848582018193847,0.0013086396214478234,-0.008938037502780499,0.0001762185803715612,0.0031047135196161446,0.00366920688681908,0.002540220152413209,0.0002822466836014677,0.0011289867344058708,0.0014112334180073384,0.0002822466836014677,0.030764888512559978,0.024555461473327687,0.026248941574936496,0.01100762066045724,0.042054755856618685,0.0002822466836014677,0.000846740050804403,0.0005644933672029354,-0.0005644933672029354,0.014402962608976846,0.012648488162992433,0.00619081868407119,0.01770818293653585,0.010389485751572416,261.64852607709753,0.3632211600960247,-1.5380695543394787
1893Q1,1893-01-01,1893,1,1964,0.012632307643084225,0.002364740067655417,0.0021204126805913887,0.0011140165386371768,0.003278059109775713,0.001212910957210712,0.00030831789319984526,0.020223908598287963,0.014982504413890594,0.0017219263469274377,0.0008027899860675216,0.002260028330342262,0.0012856274414559585,0.0012041849791012823,-0.010267567575428809,8.144246235467611e-05,0.009593679458239277,0.003386004514672686,0.0026335590669676447,0.001693002257336343,0.001693002257336343,0.0007524454477050414,0.0003762227238525207,0.035553047404063204,0.030097817908201655,0.01636568848758465,0.006207674943566591,0.02878103837471783,0.002069224981188864,0.001128668171557562,-0.006207674943566591,0.0009405568096313017,0.01604826816771748,0.014027454745132286,0.00954096136314813,0.022273600204574685,0.008432531196426717,175.05142566191446,0.3557872141151422,-1.776087089276551
1893Q2,1893-04-01,1893,2,2156,0.014954029583397473,0.002462950782966456,0.0020431296267789923,0.0011754992373248995,0.003828768944429673,0.0010523516981765769,0.00033025930953413846,0.02115338865643236,0.014780503505506654,0.0016009180089281965,0.0006801102730236919,0.0024433591290110414,0.0014581788158244588,0.001656894163086525,-0.012491078800431016,-0.00019871534726206635,0.012145056448853917,0.004447485460143688,0.001881628463906945,0.001881628463906945,0.0020526855969893944,0.0010263427984946972,0.0,0.028908655490933972,0.029079712624016422,0.014197742045843311,0.008210742387957578,0.028566541224769072,0.0023947998631542937,0.0006842285323297981,-0.007697570988710229,0.0017105713308244953,0.019211737417563234,0.017389150612523416,0.007679683736596052,0.021599418125433135,0.009134455249351475,165.7212430426716,0.3497725968737318,-2.148300748517278
1893Q3,1893-07-01,1893,3,2620,0.01103994971743147,0.0030315837383572556,0.0022134083237157084,0.0014060696695329898,0.004811521643719827,0.0010918036162269652,0.0004361796084678446,0.01882074372687029,0.017493240570663805,0.0013708501980417974,0.0009942727720975092,0.002451817053809934,0.0016282232589389727,0.0014548350915977177,-0.008008365979074216,0.00017338816734125502,0.0149812734082397,0.0070744902205576365,0.0024968789013732834,0.0023581634068525455,0.0026355943958940213,0.0013871549452073796,0.0004161464835622139,0.035649882091829656,0.038562907476765156,0.013316687473990845,0.010958524067138299,0.02441392703564988,0.0027743098904147593,0.0027743098904147593,-0.007906783187682065,0.0,0.018106406172638378,0.016184269045756327,0.0069416705522331685,0.024062849930402586,0.011056929219129145,140.88320610687023,0.39925876558461615,-1.2532792079493706
1893Q4,1893-10-01,1893,4,2895,0.010496108713735392,0.004291048291791284,0.003445760234311696,0.002118604144065082,0.0057743403926551464,0.0017255721173389039,0.0006326200430181629,0.022009793496665958,0.023861889622608493,0.0023231961579773387,0.0014536800988502467,0.00341614823229808,0.0026462361799440602,0.0022397441523026025,-0.006205060421944109,0.00040649202764145786,0.01284149565655294,0.005287674682110034,0.0036510134709807377,0.0023920433085735868,0.002895631373536447,0.0018884552436107265,0.0,0.04091653027823241,0.029208107767845902,0.014478156867682236,0.012086113559108649,0.020647110663477276,0.002643837341055017,0.002769734357295732,-0.007553820974442906,-0.0001258970162407151,0.018263741910160274,0.015618556857142491,0.009212472464628663,0.025851699162869442,0.012110260854939707,128.3146804835924,0.5300386840426305,-0.772113602503132
1894Q1,1894-01-01,1894,1,1831,0.008305031763103937,0.0024928340954005752,0.0021219554839700967,0.0018252525948257135,0.005088984375413927,0.0011841624236387431,0.00044505433371657457,0.017892243868581813,0.01660741439326908,0.0017484277396008286,0.0009881265861683471,0.0023577283155223295,0.0016477606879268416,0.0015470936362528545,-0.00581219766770336,0.0001006670516739871,0.010021321961620469,0.005543710021321962,0.00021321961620469082,0.0014925373134328358,0.0010660980810234541,0.0,0.00021321961620469082,0.03539445628997868,0.030063965884861408,0.02601279317697228,0.017270788912579958,0.0255863539445629,0.003411513859275053,0.0010660980810234541,-0.004477611940298508,0.002345415778251599,0.017679524396842644,0.015465936298806417,0.007555092491917631,0.021236700914379014,0.011895712469589731,206.1616602949208,0.39446649111745724,-1.1000075037197765
1894Q2,1894-04-01,1894,2,1800,0.008527102110281105,0.002700052705499922,0.0024586085159132333,0.0020522756114868547,0.005450160913719035,0.0014869428748936321,0.0004681661724912624,0.018773757961033262,0.018764924637023995,0.0016194427350326686,0.0011924987412513287,0.002700052705499922,0.0017283870644803209,0.001472220668211517,-0.005827049404781184,0.00025616639626880396,0.013272501036914143,0.003940273745333886,0.0014516798009124845,0.0018664454583160513,0.002073828287017835,0.0006221484861053505,0.00041476565740356696,0.0578598092077976,0.046661136457901285,0.023226876814599753,0.01721277478224803,0.021567814184985483,0.0018664454583160513,0.002073828287017835,-0.009332227291580257,-0.00020738282870178348,0.01807543572998613,0.016383246771226018,0.008100365270265282,0.02637581678784283,0.010864092857287186,188.67944444444444,0.4113266769329521,-0.9433585462244789
1894Q3,1894-07-01,1894,3,2151,0.008569870277633526,0.004146627244567501,0.002956657437441774,0.002098104659932203,0.005354864132065772,0.0015266060025626105,0.0005871561548317732,0.02004681591741192,0.022465899275318824,0.0028183495431925117,0.0013648118621200774,0.0031471569898983047,0.0025312954230525334,0.002043303418814571,-0.004423243033066025,0.00048799200423796265,0.008373418849100303,0.0087297345448067,0.0017815784785319793,0.0017815784785319793,0.003206841261357563,0.0005344735435595938,0.00017815784785319794,0.04917156600748263,0.038303937288437555,0.03028683413504365,0.01639052200249421,0.022626046677356137,0.004097630500623553,0.002672367717797969,0.0003563156957063959,0.0014252627828255835,0.020265191201187933,0.017130110654131423,0.00852486792793396,0.02590530284814641,0.013489171750183625,178.15109251510924,0.4877101692836434,-0.5537247707868388
1894Q4,1894-10-01,1894,4,2395,0.00792924387328153,0.003488306933652122,0.0026314069037656905,0.0019122646443514644,0.00471645248057382,0.0014336147638971907,0.0004412918410041841,0.018312443962940825,0.02068701434548715,0.002267166019127316,0.0012444896891811118,0.002699118350268978,0.002038348027495517,0.0015830469216975493,-0.0044409369396294085,0.00045530110579796774,0.00949667616334283,0.008072174738841406,0.0014245014245014246,0.002849002849002849,0.0022158911047799935,0.0004748338081671415,0.0,0.04178537511870845,0.04542576764798987,0.023266856600189935,0.015036403925292815,0.018360240582462804,0.0031655587211142765,0.0023741690408357074,-0.0014245014245014246,0.0007913896802785691,0.021877105381099864,0.019038369734299284,0.008236001688936262,0.024884609009159616,0.012017554129082767,178.8258872651357,0.4353846010161387,-0.5708174719739173
1895Q1,1895-01-01,1895,1,2263,0.0077296434411131725,0.002807058362254867,0.0022038531884779194,0.0017428320913769667,0.0038885190666692517,0.001230107693666561,0.0003726946252264712,0.01899665436558973,0.01808969230073225,0.0015274016721709138,0.0010857693127985057,0.0026605656771947514,0.0015295559763629743,0.0012602679523554085,-0.004922585078858305,0.0002692880240075659,0.006132989025177534,0.008231116849580375,0.0009683666881859264,0.0027437056165267914,0.010006455777921239,0.0008069722401549387,0.0,0.045836023240800515,0.04293092317624274,0.019528728211749516,0.014364105874757909,0.02775984506132989,0.0014525500322788896,0.0012911555842479018,0.0020981278244028407,0.00016139444803098772,0.014333976813981986,0.01262782440045772,0.008585398538723175,0.019435282156504634,0.0072781539252758844,205.12019443216968,0.40678218045744496,-0.9358812223887606
1895Q2,1895-04-01,1895,2,2378,0.008364909505520367,0.003170154553094178,0.002776840462778087,0.0015453160160506538,0.0036988718548305634,0.0017645402631120816,0.00024286607762687604,0.018896270393765433,0.015968981918298132,0.0016033459638022081,0.0010273450009349269,0.0018698538719945322,0.0022158843011797274,0.0012551662772928814,-0.005194754952426189,0.0009607180238868459,0.004592968007602154,0.004909724421919544,0.0011086474501108647,0.0017421602787456446,0.0022172949002217295,0.0004751346214760849,0.0,0.04434589800443459,0.039119417168197654,0.01662971175166297,0.014729173265758632,0.01979727589483687,0.004117833386126069,0.0014254038644282547,0.0003167564143173899,0.0026924295216978144,0.016793965383893907,0.013703210300875231,0.008202955777693728,0.019223713262420283,0.009941025328193636,195.65895710681244,0.39351397124723553,-0.8583601728242769
1895Q3,1895-07-01,1895,3,2017,0.006514879900530984,0.0029040183608902816,0.001694720392425707,0.0012752983857575357,0.003331956550434964,0.00091761870494407,0.0002490983491379494,0.017085591896000375,0.01609345659088683,0.0014371058604112465,0.000796263098953787,0.0018543988213602898,0.0019480768330019118,0.0012838145686340468,-0.0036108615396407023,0.000664262264367865,0.0034482758620689655,0.004406130268199234,0.0017241379310344827,0.0007662835249042146,0.0038314176245210726,0.0011494252873563218,0.00019157088122605365,0.0446360153256705,0.04272030651340996,0.013984674329501916,0.013026819923371647,0.020306513409961684,0.0038314176245210726,0.0009578544061302681,0.0009578544061302681,0.0028735632183908046,0.015877059365484933,0.013606236567507861,0.005259750605377981,0.027800066954679143,0.010226646114783742,232.86762518591968,0.37683257610273924,-0.689639350418091
1895Q4,1895-10-01,1895,4,1945,0.00724501297814914,0.0029286150091519217,0.001954478237039948,0.0014994674305332932,0.002907932699765256,0.0010444566240266388,0.0002936887932906588,0.0188188333109275,0.017278001261620872,0.0019400006204692815,0.00100102377431464,0.001714563448154621,0.0019420688514079482,0.0016897446768906216,-0.004316397968997218,0.0002523241745173266,0.0031049873859887445,0.004269357655734524,0.0007762468464971861,0.0007762468464971861,0.0015524936929943722,0.00038812342324859306,0.00019406171162429653,0.04715699592470406,0.04288763826896953,0.018629924315932467,0.01571899864156802,0.02406365224141277,0.0015524936929943722,0.0009703085581214826,0.0011643702697457792,0.0005821851348728896,0.014233678326497499,0.012408114657318652,0.004833760221954235,0.0189430240290614,0.009439868270745467,248.58868894601542,0.4037000651492746,-0.9429677067657591
1896Q1,1896-01-01,1896,1,2018,0.004902127742393795,0.001376974839798952,0.0008831128389523313,0.0009001425631194562,0.0022357595013696766,0.0004792650944176564,0.00020435669000549818,0.013129917332853257,0.010504906993377871,0.0009342020114537059,0.0007444422278771719,0.0013429153914647023,0.0006422638828744228,0.0006763233312086725,-0.003525152902594843,-3.4059448334249697e-05,0.0021020447162239633,0.0022931396904261416,0.0005732849226065354,0.0019109497420217848,0.0017198547678196063,0.00019109497420217848,0.0,0.04165870437607491,0.03248614561437034,0.019300592394420026,0.01643416778138735,0.0275176762851137,0.0005732849226065354,0.0007643798968087139,0.00019109497420217848,-0.00019109497420217848,0.012681914991982166,0.011888084101937913,0.0036706830462920263,0.023834388811295956,0.004805545989208604,203.68979187314173,0.2446587486558682,-1.070785262888905
1896Q2,1896-04-01,1896,2,2233,0.006912797010867242,0.0027189479894320135,0.0030160657335601975,0.0012590097215215848,0.003509836948622143,0.0022230392366425268,0.0002971177441281839,0.015717314910608172,0.014716947254119036,0.0013017604760724028,0.0008592901664714383,0.0018489701343228709,0.0013380986174405978,0.0010837316278632318,-0.004193849021435228,0.000254366989577366,0.004192520543350662,0.0035217172564145564,0.0011739057521381855,0.0015093073956062384,0.0005031024652020795,0.000670803286936106,0.0,0.036894180781485826,0.04075129968136844,0.016434680529934596,0.013080664095254067,0.029850746268656716,0.002347811504276371,0.0018447090390742915,-0.000670803286936106,0.0005031024652020795,0.014511680311562964,0.013141862086792747,0.012503026513547925,0.01798739688054358,0.008804990989452305,209.5064935064935,0.3329492890549518,-0.8900125791458923
1896Q3,1896-07-01,1896,3,2510,0.008807798536400848,0.0034149238087389086,0.002305496209984003,0.0012256533471958952,0.003222623024954725,0.001113653989607305,0.00041418630353516465,0.01812276397508965,0.018315064758873834,0.0018427064116462426,0.0009509379417899188,0.002436514326408392,0.0019694981372182317,0.0016461792370096595,-0.005392874727661939,0.0003233189002085724,0.006497256713831938,0.0017326017903551833,0.0007219174126479931,0.0007219174126479931,0.0005775339301183945,0.00028876696505919725,0.0,0.03551833670228126,0.04519203003176436,0.014438348252959862,0.01256136298007508,0.025700259890268553,0.0015882183078255846,0.0005775339301183945,-0.004764654923476754,0.0010106843777071904,0.019936242041651925,0.018539304161934025,0.00551573799027349,0.023108267596669087,0.013247355790811537,188.53266932270915,0.40925199221498804,-0.8675905850306003
1896Q4,1896-10-01,1896,4,2546,0.007293047570048182,0.002681377942849847,0.0018852265088384077,0.0013951427251662717,0.0029480135646178284,0.0009163252353716563,0.0002779019156455023,0.015001070297918364,0.015123121814924836,0.0013331781088399097,0.0009576349795892309,0.0015096833795877288,0.0016054468775466518,0.0010853196435344618,-0.0046116696271983355,0.0005201272340121902,0.009581749049429657,0.0041064638783269965,0.00045627376425855514,0.0009125475285171103,0.0006083650190114068,0.0001520912547528517,0.0,0.02418250950570342,0.03665399239543726,0.013840304182509505,0.0016730038022813689,0.023726235741444866,0.001520912547528517,0.0006083650190114068,-0.005475285171102661,0.0009125475285171103,0.023796759498826356,0.022495240222045146,0.005757080996192298,0.024373155555275607,0.013969285064829062,209.17596229379419,0.3561106500276024,-0.7367847889760246
1897Q1,1897-01-01,1897,1,2747,0.009295084544438234,0.004685753214086081,0.0034608195919508104,0.002816692286193404,0.00494777110117384,0.0017227676076020124,0.0006353933761878145,0.0220247868921185,0.02461003004471772,0.002465151621017328,0.0016310613471212968,0.002962985606484069,0.00246296813862493,0.0018101069032979318,-0.004609331330352152,0.0006528612353269984,0.007874015748031496,0.004834921950545655,0.0005525625086337892,0.0024865312888520514,0.0011051250172675784,0.0005525625086337892,0.0002762812543168946,0.029976516093383063,0.042271031910484876,0.009531703273932863,0.0009669843901091311,0.017682000276281255,0.0015195468987429202,0.0004144218814753419,-0.0030390937974858405,0.0011051250172675784,0.024769852299000868,0.021605520977200737,0.007945184655000952,0.02657405629022002,0.014515960450897552,166.7215143793229,0.5498161507825601,-0.494281789565193
1897Q2,1897-04-01,1897,2,2886,0.008266115729743995,0.003851609923462655,0.003181495777249934,0.002301068883610451,0.004016561097915017,0.0017237397730271839,0.00047217273686988654,0.01903742742148324,0.020119919503826866,0.002119622591712853,0.0010226972816046451,0.0021464271575613618,0.0022474597519134337,0.0013897136447611506,-0.00441450580628134,0.000857746107152283,0.009546227278671375,0.00575389041454165,0.0020923237871060545,0.001961553550411926,0.0017000130770236693,0.0013077023669412842,0.0001307702366941284,0.034784882960638155,0.038707990061462014,0.013730874852883483,0.001569242840329541,0.02079246763436642,0.0022230940238001833,0.0010461618935530272,-0.0037923368641297243,0.0011769321302471558,0.023179452207067925,0.01951948082876302,0.009084689229275727,0.026115087499202924,0.014427497943598806,168.04989604989606,0.44698263064133015,-0.519890626259246
1897Q3,1897-07-01,1897,3,2489,0.007046308115650426,0.003249620433678853,0.0020018153617302895,0.0013461542401809624,0.0038335686200587226,0.0009630022722755744,0.0003073411507262471,0.015776845737280686,0.016905812230948433,0.0017989702022509666,0.0011433090807016393,0.0020940177069481637,0.0024034077986792527,0.001133064375677431,-0.003796687681971573,0.0012703434230018215,0.00722929435800723,0.007386452931007387,0.0014144271570014145,0.0015715857300015717,0.0003143171460003143,0.000942951438000943,0.0004714757190004715,0.0319031903190319,0.04353292472104353,0.013358478705013358,0.004086122898004086,0.024673895961024674,0.0033003300330033004,0.000942951438000943,0.00015715857300015716,0.0023573785950023575,0.018405216807375346,0.015436945326093918,0.006154367508911696,0.023219217389250747,0.011878322659559284,196.08557653676175,0.37120869078816615,-0.31270879080811503
1897Q4,1897-10-01,1897,4,2933,0.007279313967096302,0.0040680281346982625,0.0023465552568828958,0.0013580064465364844,0.004263740828463815,0.0011083729085702189,0.0004613227781616587,0.016479807642380984,0.01943147459529411,0.0020969217189166305,0.0015497250036945764,0.002494338311358925,0.0025981858631528914,0.001397947812611087,-0.0032112858323980397,0.0012002380505418046,0.004259283907892986,0.00918408092639425,0.0009317183548515906,0.0010648209769732464,0.0023958471981898044,0.0005324104884866232,0.0003993078663649674,0.027019832290696127,0.03420737388526554,0.01331026221216558,0.004658591774257953,0.023958471981898044,0.003460668175163051,0.0005324104884866232,0.004924797018501265,0.0029282576866764276,0.01594012072328785,0.012014774461035455,0.006396589932915691,0.019107180744525398,0.01078734807091691,170.72417320150018,0.41691596735991565,-0.14893566791754925
1898Q1,1898-01-01,1898,1,2278,0.011763849764359154,0.0026427010702939333,0.0017522257096514123,0.0011738954754276676,0.0037878715340879713,0.000901965365295973,0.0002566101039270921,0.019919838067534418,0.014224625760973433,0.0012236854955926257,0.0008770703552134939,0.001639240663892469,0.001507105610377772,0.0009536703862365064,-0.009121148694065221,0.0005534352241412658,0.005301524188204109,0.005632869449966865,0.0019880715705765406,0.0016567263088137839,0.0008283631544068919,0.0011597084161696488,0.0003313452617627568,0.0291583830351226,0.039595758780649436,0.015738899933730947,0.0066269052352551355,0.018389662027833,0.0021537442014579193,0.0016567263088137839,0.0003313452617627568,0.0004970178926441351,0.016211168705816164,0.014164920832101423,0.006151624476716957,0.019082080064391715,0.00731871543961774,229.2330992098332,0.3277887677544509,-1.5433335418434195
