qe,Earn_ann,Div_ann,SP500,e1,ec2,d1,dc2
1990-03-31,21.49797293669635,11.349500805241185,339.94,0.2898669997871455,0.39334628048568554,,
1990-06-30,21.098318177694107,11.807852966570124,358.02,0.3119726947346515,0.4389515310561536,,
1990-09-30,21.606953404753476,11.940503795073587,306.05,0.2844125975952232,0.404237661666039,,
1990-12-31,21.229451458777604,12.179689731885173,330.22,0.2648437916537927,0.4113486000922353,,
1991-03-31,20.687196812269416,12.19682574968731,375.22,0.2530504954995192,0.3919141681096412,,
1991-06-30,19.1508032015141,12.083750152794831,371.16,0.3330593951116758,0.5099365774996771,,
1991-09-30,17.49205992934985,12.204148591232924,387.86,0.44100734580471057,0.6499521926877825,,
1991-12-31,15.758267326583786,12.090926346634266,417.09,0.5383526641867897,0.7211494223417816,,
1992-03-31,15.789200315171026,12.213717843535004,403.69,0.5503396398959546,0.7476488834657249,,
1992-06-30,16.30957072125461,12.36215471968387,408.14,0.5613813919951234,0.7487859110276935,,
1992-09-30,17.100044773977423,12.48186322773174,417.8,0.5286630482311736,0.6979217002304186,,
1992-12-31,18.067795859564008,12.494923181962081,435.71,0.4773236359383235,0.6522618047507058,,
1993-03-31,19.11488614406504,12.609898184764077,451.67,0.4293204570794287,0.5896980790270199,,
1993-06-30,18.486918354912007,12.539988993155376,450.53,0.49395364096249006,0.6525942240109504,,
1993-09-30,19.784855592735127,12.537383952193444,458.93,0.4458385782082659,0.6053669942142115,,
1993-12-31,21.23318404993738,12.576714419924269,466.45,0.4002516460915917,0.558235656891247,,
1994-03-31,21.910166868308277,12.724459921055104,445.77,0.3995154821515321,0.5433419420894952,,
1994-06-30,24.747975585032776,12.840836043444918,444.27,0.31234435975745667,0.45854433141470574,,
1994-09-30,26.721350765944674,12.912174943764224,462.71,0.2964663782997956,0.4487610160605744,,
1994-12-31,29.978440120993977,13.169068548067026,459.27,0.2254926133279831,0.3722507698565032,,
1995-03-31,31.867581868976167,13.154902243729527,500.71,0.20734294096539818,0.33120420887494983,,
1995-06-30,33.71015401874349,13.314656282333587,544.75,0.1900401063097279,0.3073439171838812,,
1995-09-30,34.68316353123597,13.540536420956258,584.41,0.19850069432791484,0.32642268972743693,,
1995-12-31,33.832741602068026,13.843814079347691,615.93,0.23124106220399687,0.33666444938180584,,
1996-03-31,34.07429209883143,14.125929392491503,645.5,0.23016924123409055,0.3486549071185241,,
1996-06-30,34.948879629498244,14.36216167774805,670.63,0.22051155011686152,0.30533132243826566,,
1996-09-30,35.88340376033024,14.776828558297158,687.31,0.2253000803008769,0.37430654768520766,,
1996-12-31,38.20601519600725,14.932656856143755,740.74,0.19459806061869278,0.35076897730794165,,
1997-03-31,39.444570407675904,15.13853530119535,757.12,0.16497609110440692,0.19833893644872713,,
1997-06-30,39.95729500419173,15.69235151647459,885.14,0.18698644405618836,0.2537584405619535,,
1997-09-30,40.305887085355465,15.905143565922083,947.28,0.21289083721605406,0.33699064494707986,,
1997-12-31,39.66747283703525,16.0753882262474,970.43,0.2520520619285733,0.34907618635391335,,
1998-03-31,41.72294285006223,16.24811660132583,1101.75,0.19554932008620307,0.2593336385916123,,
1998-06-30,41.30665676694504,16.23916863592856,1133.84,0.21190564953617663,0.32358141934928053,,
1998-09-30,40.221406638413804,16.343040325957272,1017.01,0.260008556476504,0.41321210293436783,,
1998-12-31,39.77381374062442,16.44017233675115,1229.23,0.271348911122411,0.40493006755842176,,
1999-03-31,38.56108181575212,16.694630122391807,1286.37,0.3106611155301384,0.35046459272865516,,
1999-06-30,41.03368644634188,16.51465995847839,1372.71,0.2992529746896273,0.3315149440607361,,
1999-09-30,43.94066669737616,16.72412855867039,1282.71,0.2708389719077924,0.4026369382242705,,
1999-12-31,47.985831957266974,16.653569601198978,1469.25,0.19733484621637354,0.2743050883847311,,
2000-03-31,50.39261229635234,16.71919628837042,1498.58,0.19198073280737749,0.13769604663892654,,
2000-06-30,51.41117472181011,16.62564380089308,1454.6,0.19453983927251528,0.24636020585497231,,
2000-09-30,53.16373264795881,16.428523618397644,1436.51,0.16003715521675144,0.32314701966160886,,
2000-12-31,49.11939389763047,16.38732041173111,1320.28,0.1868816911505502,0.2968282512973821,,
2001-03-31,39.17192742540597,16.023173817160448,1160.33,0.37304843292559564,0.43478428616735343,,
2001-06-30,29.677193407349634,15.778101348801009,1224.42,0.6111048445099168,0.7835224109140291,,
2001-09-30,21.39784722738034,15.65833491229293,1040.94,0.8906802107561851,1.054405528877909,,
2001-12-31,17.76104626336675,15.67291939998225,1148.08,1.0807045784197906,1.286283087309564,,
2002-03-31,22.870394136214113,15.669363841619017,1147.39,0.8755947311635754,0.973733372800389,,
2002-06-30,25.61865752282344,15.94380737866552,989.81,0.7778969163680696,0.9092970896557322,0.03137630350177911,0.16906548287073164
2002-09-30,29.865281023782135,15.795916148084224,815.29,0.6063505406912171,0.7277739702711701,0.08383917328559942,0.19189516793853212
2002-12-31,28.01578084735967,16.076292163034484,879.82,0.6666972284812736,0.7886190891414855,0.06117770846811288,0.24525691135120198
2003-03-31,31.748466669903458,16.232611452548568,848.18,0.5588761258351727,0.6369743123999982,0.1892245532774086,0.486584355065395
2003-06-30,36.15399299591556,16.27116614017175,974.5,0.4617303532424262,0.5607481672181476,0.23818304223551756,0.44132484134768246
2003-09-30,39.23837500604837,16.684811847008465,995.97,0.4209790267636051,0.526834547900481,0.23243481098602192,0.4227144082139289
2003-12-31,49.119669956152514,17.43670865972744,1111.92,0.2291276715095636,0.3513045290623671,0.19635925898675355,0.3746045453186446
2004-03-31,51.91318047800407,18.05813279310368,1126.21,0.22737176089202338,0.33349736073834135,0.1652945843101259,0.4438664382598052
2004-06-30,56.60176634886613,18.725855063701285,1140.84,0.20130056332522273,0.27877666096425013,0.1186695606890007,0.3300795640057248
2004-09-30,57.83210044122396,19.38258370793395,1114.58,0.2107124128348783,0.30185407229592887,0.23970284512782403,0.4450880087954934
2004-12-31,57.95986071873712,19.68063038390275,1211.92,0.24173185265010755,0.32864171068740156,0.2466116446352018,0.3315024124917305
2005-03-31,59.77763176622324,20.46462105941867,1180.59,0.24098893019656753,0.34092230866464135,0.18246976586370556,0.30977581691718914
2005-06-30,62.112557832157606,21.121904024739624,1191.33,0.23929110427122424,0.32579247672024003,0.16131754013516275,0.35931885969467947
2005-09-30,65.5194169079552,21.540213586170417,1228.81,0.2388218704414049,0.33350525660269614,0.104751158939556,0.22725743190226666
2005-12-31,69.38228455258175,22.181161105899772,1248.29,0.20545979731892317,0.2903809382624276,0.14230066792373242,0.26145464580147104
2006-03-31,71.98064510269582,22.67108075070491,1294.83,0.19233095615399431,0.28741569621442054,0.1759782402270047,0.3046527211699597
2006-06-30,73.53911386259034,23.183923556326945,1270.2,0.20269986973221155,0.2974039136389459,0.11879783145439093,0.18329568631657223
2006-09-30,77.26344909027664,23.918742654384012,1335.85,0.18160485980989982,0.2720751315066021,0.11536053219673637,0.1888735435815696
2006-12-31,80.09468980444323,24.67517193487788,1418.3,0.16322432383770558,0.25538282050162486,0.09640265332546072,0.1753734894770944
2007-03-31,82.01786505532583,25.30615240758054,1420.86,0.1507678126224148,0.25535053728597923,0.11307014241271673,0.18875807001456169
2007-06-30,84.43971899669104,26.011809927875454,1503.35,0.1697716374731817,0.27537141650640784,0.12395203265605081,0.21027619649584128
2007-09-30,78.92661295134039,26.720813738924853,1526.75,0.2539712089744546,0.361520399230149,0.13606142689343903,0.2097713700746322
2007-12-31,67.41960889086592,27.5635093069035,1468.36,0.40009392572018765,0.5152701521176271,0.10999590071468734,0.16633775704684073
2008-03-31,61.66395735914389,28.12722753106422,1322.7,0.463796408532958,0.6028272655132687,0.07630555510115045,0.16960233840642092
2008-06-30,52.73862906792162,28.49499623014126,1280.0,0.6288298529674798,0.787594330893516,0.07871385682725762,0.1609555763966064
2008-09-30,47.30846648035459,28.56022700199015,1166.36,0.6720836688579586,0.8202261297899587,0.00380520788888683,0.06240649826703004
2008-12-31,17.051882840817896,28.071742863825907,903.25,1.4594955295978713,1.6480304533942092,-0.015748655620602126,0.025272664512766774
2009-03-31,9.222223129624844,26.92944629523151,797.87,1.9049029368344983,2.13156713736177,-0.12719911723954214,-0.09691380838383434
2009-06-30,9.717568827818473,25.285498913470477,919.32,1.9094729875390941,2.166079703788748,-0.08669201111718383,-0.025600143733087055
2009-09-30,14.113591095953145,23.621710145891452,1057.08,1.6169327780019778,1.8265762817813007,-0.04171680872061767,0.026635894740395738
2009-12-31,52.224978956891164,22.080711065421358,1115.1,0.3920545990499824,0.5834126557654957,0.023721226567983145,0.10374230130226625
2010-03-31,62.3043941382586,21.56861795008765,1169.43,0.2818535084901237,0.45302103424429685,0.0621617708061426,0.14419867260616792
2010-06-30,68.3868434859053,21.77035373929488,1030.71,0.25987714366797476,0.40192750296631274,0.073487417478034,0.16447343810849802
2010-09-30,73.69810649051247,22.1396997245254,1141.2,0.2201243147645533,0.34758572647018404,0.0782756750457958,0.1804407957470331
2010-12-31,79.09614829981605,22.606977940809415,1257.64,0.20223632866636176,0.3273869539196612,0.09025369654314419,0.21602063758644885
2011-03-31,82.356639982638,23.410802884989927,1325.83,0.20414162630769717,0.32449260569762206,0.10647564754828887,0.21038573622237022
2011-06-30,84.84284710644881,24.33312342586978,1320.64,0.20802406766183523,0.32839817976894636,0.10252956746664044,0.20202846546237607
2011-09-30,87.4994802602862,25.15825464588606,1131.42,0.183730749159003,0.2900274035950021,0.10370585157866552,0.19302491132894994
2011-12-31,88.00481711561687,26.37678491338825,1257.6,0.18079850155666932,0.2936847451808502,0.09470451917815925,0.1896106211547326
2012-03-31,89.91295306070128,27.168394721558602,1408.47,0.18922976398552738,0.30175808429296413,0.10518717178749037,0.1877877016248397
2012-06-30,89.20369428637993,28.091329610265735,1362.16,0.20545012412463937,0.31425291007536504,0.1438368633324849,0.22466080035624536
2012-09-30,87.87342366542029,29.41543870278438,1440.67,0.2339033364712444,0.3394605164039506,0.11990977832588579,0.19610407682437314
2012-12-31,86.44124009528394,31.27185980785366,1426.19,0.25305361504722335,0.35995855430171364,0.08981219953432218,0.15139706972956013
2013-03-31,87.68126904878987,32.25850574769469,1569.19,0.2614044837300966,0.36708542096223695,0.08944998861161002,0.17409894722024122
2013-06-30,91.13496771712302,33.49371657826612,1606.28,0.24043828805323741,0.33681684972481385,0.08142169188095405,0.1620326182914975
2013-09-30,94.90879199012528,34.61805612473731,1681.55,0.21636840046041605,0.318565421726432,0.07529340655780903,0.1539355972327363
2013-12-31,100.86233212167227,34.97862305463153,1848.36,0.16850749926616082,0.270853699262239,0.09241879233155981,0.16908180611868895
2014-03-31,101.71805807863308,36.38356090665492,1872.34,0.16024669051118767,0.2708629633459019,0.0905839051875863,0.17309035143934315
2014-06-30,103.22107148765159,39.35251845307452,1960.23,0.1904763520200552,0.2980692458155092,0.04692528615582425,0.11871013243253437
2014-09-30,105.58866067401195,40.478623819294874,1972.29,0.18346746237039202,0.29472346286179985,0.02831003273974897,0.10974177538484842
2014-12-31,101.22338657080637,41.46839043085865,2058.9,0.19180478669389522,0.3111594823515009,0.034838559243248746,0.10851048146510767
2015-03-31,98.89422459796012,42.71877987037999,2067.89,0.20381957469570366,0.322243145161182,0.03837724520023622,0.10969813377546433
2015-06-30,95.29843475735207,41.84721362018726,2063.11,0.2631394628298107,0.37738957635400894,0.059325472784698796,0.1345737568744032
2015-09-30,91.00136350700205,42.66352614401257,1920.03,0.3125306284330547,0.42376236102699405,0.06298809786778525,0.1435488496363715
2015-12-31,87.61942079359183,43.50466033539338,2043.94,0.3444075347753204,0.4652190787095316,0.05687959615174476,0.123895480832386
2016-03-31,86.50410869305696,43.928630020586354,2059.74,0.3416288055213643,0.4677243057206004,0.06874268333031708,0.13458961353246224
2016-06-30,86.88884458107138,44.47234525669816,2098.86,0.3576762699259577,0.47714398422553383,0.06971935835337106,0.12696737652002454
2016-09-30,89.31809679869286,45.07736644689025,2168.27,0.3561717570378615,0.4701844178030621,0.06468294542267472,0.12832858908558498
2016-12-31,94.03861850822335,45.72649483999186,2238.83,0.33037392227515383,0.4411874897504333,0.07154640031557413,0.1353269351413826
2017-03-31,99.67694117065082,46.311934282893596,2362.72,0.28502847932644926,0.3937901799434895,0.07752371358197907,0.14706718661991847
2017-06-30,103.40082394927516,47.13464365134652,2423.41,0.27601144471157024,0.37741417196986493,0.07738029521406897,0.14717044149640124
2017-09-30,106.06604645464678,47.88074375493786,2519.36,0.2755875747310981,0.3729327771656532,0.07552216382317267,0.14636048085103992
2017-12-31,109.08755405375406,48.59661968508676,2673.61,0.3102864871287121,0.4061572731983931,0.07741573167729943,0.1407500558480752
2018-03-31,114.47700769496957,49.67838769227008,2640.87,0.33102889396483715,0.4306929393128307,0.09043340201608752,0.16339500917729533
2018-06-30,120.8328943518016,50.68122436555749,2718.37,0.3180773064969413,0.41573110265409063,0.09847206908716144,0.17319932858135223
2018-09-30,128.2591655413251,52.10436275033599,2913.98,0.28847678793678,0.38753790727843906,0.0903427169198796,0.16437418720711694
2018-12-31,129.96628663988673,53.50385299447272,2506.85,0.26033425041303815,0.36389895983445886,0.08256061218124078,0.1581171711105016
2019-03-31,131.17146260373664,54.705017552742206,2834.4,0.25467977648371765,0.3592451069902358,0.07052567187882541,0.1357923299012498
2019-06-30,131.53684895834968,55.76199288828263,2941.76,0.2675257415892327,0.3693771786732176,0.07441412648493895,0.14204142150800791
2019-09-30,129.57485346638492,56.842098933606685,2976.74,0.289614610840772,0.3919780796801051,0.06592998022767116,0.13158959396452907
2019-12-31,135.41554431592158,57.76644933679966,3230.78,0.2556765751917487,0.35772946658858995,0.07657280257790067,0.1362691668926459
2020-03-31,114.2268288732042,58.908871085591436,2584.59,0.24909259866568956,0.42970527292756167,0.04161031540579607,0.09083590666307995
2020-06-30,97.34718771424562,58.84802970168288,3100.29,0.3693447470148481,0.572928156510943,-0.006973540729277694,0.046073421278392424
2020-09-30,95.3307559270012,59.15358246392892,3363.0,0.48132629529152826,0.6509008790512993,-0.006677638944855957,0.05276027878422074
2020-12-31,90.36016070979493,58.014882760968234,3756.07,0.598232040413551,0.7525374457795122,0.006288713505814947,0.07285430187004138
2021-03-31,121.99565210947158,57.1103850956213,3972.89,0.39200683417975046,0.5187213530830928,0.04653999438773759,0.11497221464279939
2021-06-30,152.10538094422992,57.41061045661935,4297.5,0.2671052477182938,0.3698495335509868,0.07077262006639717,0.13748920718512458
2021-09-30,168.6568838922435,57.49101726302865,4307.54,0.21943927864061852,0.31308885925455954,0.0905602899239959,0.15213005111621047
2021-12-31,191.1517175386236,58.86637024918892,4766.18,0.13566747790507616,0.2336052517451206,0.08568101391149696,0.15509504956378972
2022-03-31,191.75493299943764,60.43635264262458,4530.41,0.16496608016868564,0.2574793691710626,0.07318612634654986,0.1397609820259822
2022-06-30,187.56640871058204,62.21248440756692,3785.38,0.21596862151560803,0.2981024676358439,0.061588333465833145,0.1291973871064327
2022-09-30,183.11301833813076,63.08352055568163,3585.62,0.22037079963378847,0.30942542845976373,0.06722577398181517,0.1345849207390124
2022-12-31,172.33622163389865,64.5217351701663,3839.5,0.25693235474143794,0.35673840389198475,0.05980533210701555,0.11736018231573819
2023-03-31,173.83238484370253,65.40859750169702,4109.31,0.24415711920907857,0.35825732974078317,0.06461604916371666,0.11956783052457798
2023-06-30,178.6884875619287,66.04510394183416,4450.38,0.2371490802226921,0.35506146085370194,0.06292011375408535,0.11963453318769979
2023-09-30,181.99084404906608,67.15318470207485,4288.05,0.25657278962396024,0.37312153088149635,0.06806907070613466,0.1266979512807822
2023-12-31,187.09002257211958,68.13980280343704,4769.83,0.24441747453129015,0.3673010162273913,0.0760613932112788,0.12434318309529413
2024-03-31,186.61757007255866,69.23099671980177,5254.35,0.2779046989771947,0.404498850291354,0.07786958443815717,0.13276163838317245
2024-06-30,189.74691039412448,70.46995269465705,5460.48,0.28942155021640303,0.4182795887320072,0.06586334648260639,0.11270494142055298
2024-09-30,193.15142863714132,71.9327491382768,5762.48,0.30108934211281735,0.4301290772642652,0.06953581121550823,0.12687504596628063
2024-12-31,203.80477244403335,73.11954543677922,5881.63,0.277069402198606,0.4059771109072505,0.06321197631010556,0.12008684339042475
