Year,Quarter,date,D,E,g_div_trail,g_div_fwd,g_earn_trail,g_earn_fwd
1946,3,9/1/1946,0.69,0.89,0.044451763,0.135341348,-0.10648348,0.554788747
1946,4,12/1/1946,0.71,1.06,0.073025135,0.168136922,0.099090903,0.417965271
1947,1,3/1/1947,0.72,1.27,0.057158414,0.165985137,0.344377416,0.29747647
1947,2,6/1/1947,0.76,1.44,0.111225635,0.111917916,0.538996501,0.255933374
1947,3,9/1/1947,0.79,1.55,0.135341348,0.096460266,0.554788747,0.289293676
1947,4,12/1/1947,0.84,1.61,0.168136922,0.101782694,0.417965271,0.352317639
1948,1,3/1/1948,0.85,1.71,0.165985137,0.142316222,0.29747647,0.330607117
1948,2,6/1/1948,0.85,1.86,0.111917916,0.182321557,0.255933374,0.25489225
1948,3,9/1/1948,0.87,2.07,0.096460266,0.17848278,0.289293676,0.143744759
1948,4,12/1/1948,0.93,2.29,0.101782694,0.203598955,0.352317639,0.013015368
1949,1,3/1/1949,0.98,2.38,0.142316222,0.177206456,0.330607117,-0.004210533
1949,2,6/1/1949,1.02,2.4,0.182321557,0.162518929,0.25489225,0.056695344
1949,3,9/1/1949,1.04,2.39,0.17848278,0.245958229,0.143744759,0.129338514
1949,4,12/1/1949,1.14,2.32,0.203598955,0.254234138,0.013015368,0.202236866
1950,1,3/1/1950,1.17,2.37,0.177206456,0.261706586,-0.004210533,0.177386757
1950,2,6/1/1950,1.2,2.54,0.162518929,0.262364264,0.056695344,0.068467799
1950,3,9/1/1950,1.33,2.72,0.245958229,0.133531393,0.129338514,-0.080349127
1950,4,12/1/1950,1.47,2.84,0.254234138,-0.041672696,0.202236866,-0.151806013
1951,1,3/1/1951,1.52,2.83,0.261706586,-0.068053463,0.177386757,-0.164807974
1951,2,6/1/1951,1.56,2.72,0.262364264,-0.073122265,0.068467799,-0.150480951
1951,3,9/1/1951,1.52,2.51,0.133531393,-0.047146778,-0.080349127,-0.061621134
1951,4,12/1/1951,1.41,2.44,-0.041672696,0,-0.151806013,-0.016529302
1952,1,3/1/1952,1.42,2.4,-0.068053463,-0.007067167,-0.164807974,0.01242252
1952,2,6/1/1952,1.45,2.34,-0.073122265,-0.020906685,-0.150480951,0.070131824
1952,3,9/1/1952,1.45,2.36,-0.047146778,-0.020906685,-0.061621134,0.07743174
1952,4,12/1/1952,1.41,2.4,0,0.027973852,-0.016529302,0.044814016
1953,1,3/1/1953,1.41,2.43,-0.007067167,0.041672696,0.01242252,0.048202102
1953,2,6/1/1953,1.42,2.51,-0.020906685,0.020906685,0.070131824,0.042891565
1953,3,9/1/1953,1.42,2.55,-0.020906685,0.034605529,0.07743174,0.030890487
1953,4,12/1/1953,1.45,2.51,0.027973852,0.06021886,0.044814016,0.098564567
1954,1,3/1/1954,1.47,2.55,0.041672696,0.05942342,0.048202102,0.149095909
1954,2,6/1/1954,1.45,2.62,0.020906685,0.079512063,0.042891565,0.206207042
1954,3,9/1/1954,1.47,2.63,0.034605529,0.097163748,0.030890487,0.268487625
1954,4,12/1/1954,1.54,2.77,0.06021886,0.062913825,0.098564567,0.267626706
1955,1,3/1/1955,1.56,2.96,0.05942342,0.103435587,0.149095909,0.22043719
1955,2,6/1/1955,1.57,3.22,0.079512063,0.136711046,0.206207042,0.111552486
1955,3,9/1/1955,1.62,3.44,0.097163748,0.127339422,0.268487625,0.005797118
1955,4,12/1/1955,1.64,3.62,0.062913825,0.059188871,0.267626706,-0.059761735
1956,1,3/1/1956,1.73,3.69,0.103435587,0,0.22043719,-0.081851026
1956,2,6/1/1956,1.8,3.6,0.136711046,-0.039665256,0.111552486,-0.051293294
1956,3,9/1/1956,1.84,3.46,0.127339422,-0.044451763,0.005797118,0.002886005
1956,4,12/1/1956,1.74,3.41,0.059188871,0.028330507,-0.059761735,-0.011799547
1957,1,3/1/1957,1.73,3.4,0,0.022858138,-0.081851026,-0.079552632
1957,2,6/1/1957,1.73,3.42,-0.039665256,0,-0.051293294,-0.154638128
1957,3,9/1/1957,1.76,3.47,-0.044451763,-0.017192401,0.002886005,-0.1863643
1957,4,12/1/1957,1.79,3.37,0.028330507,-0.022599832,-0.011799547,-0.153656242
1958,1,3/1/1958,1.77,3.14,0.022858138,0,-0.079552632,-0.009600074
1958,2,6/1/1958,1.73,2.93,0,0.034094211,-0.154638128,0.148773009
1958,3,9/1/1958,1.73,2.88,-0.017192401,0.045205437,-0.1863643,0.174769967
1958,4,12/1/1958,1.75,2.89,-0.022599832,0.044700179,-0.153656242,0.159573419
1959,1,3/1/1959,1.77,3.11,0,0.091708426,-0.009600074,0.086207195
1959,2,6/1/1959,1.79,3.4,0.034094211,0.085613753,0.148773009,-0.042048236
1959,3,9/1/1959,1.81,3.43,0.045205437,0.074502527,0.174769967,-0.047770276
1959,4,12/1/1959,1.83,3.39,0.044700179,0.063513406,0.159573419,-0.036039936
1960,1,3/1/1960,1.94,3.39,0.091708426,0,0.086207195,-0.09265883
1960,2,6/1/1960,1.95,3.26,0.085613753,-0.0051414,-0.042048236,-0.073164576
1960,3,9/1/1960,1.95,3.27,0.074502527,0.005115101,-0.047770276,-0.069648394
1960,4,12/1/1960,1.95,3.27,0.063513406,0.035268139,-0.036039936,-0.024769068
1961,1,3/1/1961,1.94,3.09,0,0.050261835,-0.09265883,0.086741653
1961,2,6/1/1961,1.94,3.03,-0.0051414,0.06001801,-0.073164576,0.135591974
1961,3,9/1/1961,1.96,3.05,0.005115101,0.05942342,-0.069648394,0.14615628
1961,4,12/1/1961,2.02,3.19,0.035268139,0.053024468,-0.024769068,0.140170745
1962,1,3/1/1962,2.04,3.37,0.050261835,0.052518034,0.086741653,0.096119132
1962,2,6/1/1962,2.06,3.47,0.06001801,0.065751378,0.135591974,0.101317773
1962,3,9/1/1962,2.08,3.53,0.05942342,0.060624622,0.14615628,0.114946154
1962,4,12/1/1962,2.13,3.67,0.053024468,0.068053463,0.140170745,0.091090241
1963,1,3/1/1963,2.15,3.71,0.052518034,0.080400425,0.096119132,0.11927937
1963,2,6/1/1963,2.2,3.84,0.065751378,0.078643127,0.101317773,0.120095175
1963,3,9/1/1963,2.21,3.96,0.060624622,0.099005524,0.114946154,0.121144383
1963,4,12/1/1963,2.28,4.02,0.068053463,0.092115289,0.091090241,0.12384533
1964,1,3/1/1964,2.33,4.18,0.080400425,0.090225092,0.11927937,0.112986863
1964,2,6/1/1964,2.38,4.33,0.078643127,0.092249734,0.120095175,0.111347179
1964,3,9/1/1964,2.44,4.47,0.099005524,0.086328083,0.121144383,0.108041482
1964,4,12/1/1964,2.5,4.55,0.092115289,0.084341148,0.12384533,0.131606464
1965,1,3/1/1965,2.55,4.68,0.090225092,0.086357569,0.112986863,0.131927543
1965,2,6/1/1965,2.61,4.84,0.092249734,0.08092649,0.111347179,0.120534069
1965,3,9/1/1965,2.66,4.98,0.086328083,0.082930379,0.108041482,0.101134732
1965,4,12/1/1965,2.72,5.19,0.084341148,0.053680149,0.131606464,0.067064231
1966,1,3/1/1966,2.78,5.34,0.086357569,0.042259809,0.131927543,0.020389956
1966,2,6/1/1966,2.83,5.46,0.08092649,0.024434025,0.120534069,-0.024097552
1966,3,9/1/1966,2.89,5.51,0.082930379,0.010327114,0.101134732,-0.038857803
1966,4,12/1/1966,2.87,5.55,0.053680149,0.017271587,0.067064231,-0.04044669
1967,1,3/1/1967,2.9,5.45,0.042259809,0.017094433,0.020389956,-0.001836548
1967,2,6/1/1967,2.9,5.33,0.024434025,0.03056265,-0.024097552,0.044043816
1967,3,9/1/1967,2.92,5.3,0.010327114,0.036979003,-0.038857803,0.065717072
1967,4,12/1/1967,2.92,5.33,0.017271587,0.050093945,-0.04044669,0.077586237
1968,1,3/1/1968,2.95,5.44,0.017094433,0.049596941,-0.001836548,0.067521201
1968,2,6/1/1968,2.99,5.57,0.03056265,0.045759617,0.044043816,0.047335743
1968,3,9/1/1968,3.03,5.66,0.036979003,0.038839833,0.065717072,0.039832105
1968,4,12/1/1968,3.07,5.76,0.050093945,0.028894466,0.077586237,0.003466208
1969,1,3/1/1969,3.1,5.82,0.049596941,0.022329476,0.067521201,-0.03319082
1969,2,6/1/1969,3.13,5.84,0.045759617,0.015848192,0.047335743,-0.056352937
1969,3,9/1/1969,3.15,5.89,0.038839833,0.012618464,0.039832105,-0.094292023
1969,4,12/1/1969,3.16,5.78,0.028894466,-0.006349228,0.003466208,-0.119298024
1970,1,3/1/1970,3.17,5.63,0.022329476,-0.019108862,-0.03319082,-0.07561204
1970,2,6/1/1970,3.18,5.52,0.015848192,-0.025479085,-0.056352937,-0.036904557
1970,3,9/1/1970,3.19,5.36,0.012618464,-0.031849826,-0.094292023,0.012975159
1970,4,12/1/1970,3.14,5.13,-0.006349228,-0.022545238,-0.119298024,0.105360516
1971,1,3/1/1971,3.11,5.22,-0.019108862,-0.012945165,-0.07561204,0.107083169
1971,2,6/1/1971,3.1,5.32,-0.025479085,-0.00972455,-0.036904557,0.115273624
1971,3,9/1/1971,3.09,5.43,-0.031849826,-0.003241494,0.012975159,0.122885608
1971,4,12/1/1971,3.07,5.7,-0.022545238,0.025724891,0.105360516,0.118951943
1972,1,3/1/1972,3.07,5.81,-0.012945165,0.032054026,0.107083169,0.157342041
1972,2,6/1/1972,3.07,5.97,-0.00972455,0.047703798,0.115273624,0.191492109
1972,3,9/1/1972,3.08,6.14,-0.003241494,0.059860388,0.122885608,0.225096041
1972,4,12/1/1972,3.15,6.42,0.025724891,0.070473257,0.118951943,0.239826051
1973,1,3/1/1973,3.17,6.8,0.032054026,0.081739883,0.157342041,0.206535815
1973,2,6/1/1973,3.22,7.23,0.047703798,0.083381609,0.191492109,0.189671153
1973,3,9/1/1973,3.27,7.69,0.059860388,0.093362218,0.225096041,0.169451928
1973,4,12/1/1973,3.38,8.16,0.070473257,0.063058136,0.239826051,0.085682881
1974,1,3/1/1974,3.44,8.36,0.081739883,0.064720191,0.206535815,0.010708014
1974,2,6/1/1974,3.5,8.74,0.083381609,0.058268908,0.189671153,-0.09348119
1974,3,9/1/1974,3.59,9.11,0.093362218,0.032879674,0.169451928,-0.160390377
1974,4,12/1/1974,3.6,8.89,0.063058136,0.021978907,0.085682881,-0.11049805
1975,1,3/1/1975,3.67,8.45,0.064720191,0.005434796,0.010708014,0.024548281
1975,2,6/1/1975,3.71,7.96,0.058268908,0.013387081,-0.09348119,0.150194552
1975,3,9/1/1975,3.71,7.76,0.032879674,0.037041272,-0.160390377,0.20755882
1975,4,12/1/1975,3.68,7.96,0.021978907,0.095804129,-0.11049805,0.219115348
1976,1,3/1/1976,3.69,8.66,0.005434796,0.127074276,0.024548281,0.15183854
1976,2,6/1/1976,3.76,9.25,0.013387081,0.1480531,0.150194552,0.119103485
1976,3,9/1/1976,3.85,9.55,0.037041272,0.156004248,0.20755882,0.11463673
1976,4,12/1/1976,4.05,9.91,0.095804129,0.142442191,0.219115348,0.094300589
1977,1,3/1/1977,4.19,10.08,0.127074276,0.135915184,0.15183854,0.080042708
1977,2,6/1/1977,4.36,10.42,0.1480531,0.118801884,0.119103485,0.074861732
1977,3,9/1/1977,4.5,10.71,0.156004248,0.109352537,0.11463673,0.077237657
1977,4,12/1/1977,4.67,10.89,0.142442191,0.082181746,0.094300589,0.12419038
1978,1,3/1/1978,4.8,10.92,0.135915184,0.080042708,0.080042708,0.197168065
1978,2,6/1/1978,4.91,11.23,0.118801884,0.083951711,0.074861732,0.219038968
1978,3,9/1/1978,5.02,11.57,0.109352537,0.093134689,0.077237657,0.234658674
1978,4,12/1/1978,5.07,12.33,0.082181746,0.108314728,0.12419038,0.186637722
1979,1,3/1/1979,5.2,13.3,0.080042708,0.109199292,0.197168065,0.139434985
1979,2,6/1/1979,5.34,13.98,0.083951711,0.10648348,0.219038968,0.066414443
1979,3,9/1/1979,5.51,14.63,0.093134689,0.096793982,0.234658674,0.000683294
1979,4,12/1/1979,5.65,14.86,0.108314728,0.086421232,0.186637722,-0.002695419
1980,1,3/1/1980,5.8,15.29,0.109199292,0.079512063,0.139434985,-0.047548293
1980,2,6/1/1980,5.94,14.94,0.10648348,0.073025135,0.066414443,0.004674466
1980,3,9/1/1980,6.07,14.64,0.096793982,0.071515771,0.000683294,0.042132611
1980,4,12/1/1980,6.16,14.82,0.086421232,0.073528027,-0.002695419,0.035789108
1981,1,3/1/1981,6.28,14.58,0.079512063,0.067718174,-0.047548293,0.015651902
1981,2,6/1/1981,6.39,15.01,0.073025135,0.063657852,0.004674466,-0.057589592
1981,3,9/1/1981,6.52,15.27,0.071515771,0.049374276,0.042132611,-0.118765837
1981,4,12/1/1981,6.63,15.36,0.073528027,0.035559302,0.035789108,-0.194900339
1982,1,3/1/1982,6.72,14.81,0.067718174,0.027881483,0.015651902,-0.175994552
1982,2,6/1/1982,6.81,14.17,0.063657852,0.018909654,-0.057589592,-0.118224206
1982,3,9/1/1982,6.85,13.56,0.049374276,0.021661497,-0.118765837,-0.019360247
1982,4,12/1/1982,6.87,12.64,0.035559302,0.031521234,-0.194900339,0.104331505
1983,1,3/1/1983,6.91,12.42,0.027881483,0.038329745,-0.175994552,0.205926949
1983,2,6/1/1983,6.94,12.59,0.018909654,0.051941499,-0.118224206,0.252108394
1983,3,9/1/1983,7,13.3,0.021661497,0.05286349,-0.019360247,0.219226114
1983,4,12/1/1983,7.09,14.03,0.031521234,0.060209701,0.104331505,0.170611541
1984,1,3/1/1984,7.18,15.26,0.038329745,0.064712601,0.205926949,0.071436367
1984,2,6/1/1984,7.31,16.2,0.051941499,0.057158414,0.252108394,-0.037099508
1984,3,9/1/1984,7.38,16.56,0.05286349,0.060465196,0.219226114,-0.083722982
1984,4,12/1/1984,7.53,16.64,0.060209701,0.047967718,0.170611541,-0.13010321
1985,1,3/1/1985,7.66,16.39,0.064712601,0.045926438,0.071436367,-0.121144383
1985,2,6/1/1985,7.74,15.61,0.057158414,0.045462374,-0.037099508,-0.0593842
1985,3,9/1/1985,7.84,15.23,0.060465196,0.04854718,-0.083722982,-0.025267302
1985,4,12/1/1985,7.9,14.61,0.047967718,0.046980209,-0.13010321,-0.008937839
1986,1,3/1/1986,8.02,14.52,0.045926438,0.039124794,-0.121144383,0.039167734
1986,2,6/1/1986,8.1,14.71,0.045462374,0.050552279,-0.0593842,-0.019911403
1986,3,9/1/1986,8.23,14.85,0.04854718,0.050928708,-0.025267302,0.065800351
1986,4,12/1/1986,8.28,14.48,0.046980209,0.062044472,-0.008937839,0.189432494
1987,1,3/1/1987,8.34,15.1,0.039124794,0.070590316,0.039167734,0.207929058
1987,2,6/1/1987,8.52,14.42,0.050552279,0.080042708,-0.019911403,0.407312684
1987,3,9/1/1987,8.66,15.86,0.050928708,0.08835766,0.065800351,0.359885422
1987,4,12/1/1987,8.81,17.5,0.062044472,0.101379845,0.189432494,0.30538165
1988,1,3/1/1988,8.95,18.59,0.070590316,0.111931061,0.207929058,0.294650742
1988,2,6/1/1988,9.23,21.67,0.080042708,0.116457974,0.407312684,0.151708515
1988,3,9/1/1988,9.46,22.73,0.08835766,0.125971174,0.359885422,0.04136738
1988,4,12/1/1988,9.75,23.75,0.101379845,0.126067711,0.30538165,-0.037756522
1989,1,3/1/1989,10.01,24.96,0.111931061,0.122986479,0.294650742,-0.141345728
1989,2,6/1/1989,10.37,25.22,0.116457974,0.117247159,0.151708515,-0.170809958
1989,3,9/1/1989,10.73,23.69,0.125971174,0.097595121,0.04136738,-0.085899136
1989,4,12/1/1989,11.06,22.87,0.126067711,0.089043669,-0.037756522,-0.069242762
1990,1,3/1/1990,11.32,21.67,0.122986479,0.067460485,-0.141345728,-0.03426761
1990,2,6/1/1990,11.66,21.26,0.117247159,0.041164989,-0.170809958,-0.091038976
1990,3,9/1/1990,11.83,21.74,0.097595121,0.037333245,-0.085899136,-0.19883246
1990,4,12/1/1990,12.09,21.34,0.089043669,0.009057287,-0.069242762,-0.289871284
1991,1,3/1/1991,12.11,20.94,0.067460485,0.017192401,-0.03426761,-0.257267438
1991,2,6/1/1991,12.15,19.41,0.041164989,0.013894788,-0.091038976,-0.129638193
1991,3,9/1/1991,12.28,17.82,0.037333245,0.00972455,-0.19883246,0.012270093
1991,4,12/1/1991,12.2,15.97,0.009057287,0.015453744,-0.289871284,0.178452676
1992,1,3/1/1992,12.32,16.19,0.017192401,0.012903405,-0.257267438,0.203306334
1992,2,6/1/1992,12.32,17.05,0.013894788,0.016103408,-0.129638193,0.125508089
1992,3,9/1/1992,12.4,18.04,0.00972455,0.009630893,0.012270093,0.123433462
1992,4,12/1/1992,12.39,19.09,0.015453744,0.015218556,0.178452676,0.136865274
1993,1,3/1/1993,12.48,19.84,0.012903405,0.018261722,0.203306334,0.135105254
1993,2,6/1/1993,12.52,19.33,0.016103408,0.025237933,0.125508089,0.265185701
1993,3,9/1/1993,12.52,20.41,0.009630893,0.031449133,0.123433462,0.291960023
1993,4,12/1/1993,12.58,21.89,0.015218556,0.045833264,0.136865274,0.334970097
1994,1,3/1/1994,12.71,22.71,0.018261722,0.035552431,0.135105254,0.359972013
1994,2,6/1/1994,12.84,25.2,0.025237933,0.03969987,0.265185701,0.312084283
1994,3,9/1/1994,12.92,27.33,0.031449133,0.049821624,0.291960023,0.252492739
1994,4,12/1/1994,13.17,30.6,0.045833264,0.046002176,0.334970097,0.104183352
1995,1,3/1/1995,13.17,32.55,0.035552431,0.068233282,0.359972013,0.044758935
1995,2,6/1/1995,13.36,34.43,0.03969987,0.065894263,0.312084283,0.013845044
1995,3,9/1/1995,13.58,35.18,0.049821624,0.076524574,0.252492739,0.023041199
1995,4,12/1/1995,13.79,33.96,0.046002176,0.077417521,0.104183352,0.131431132
1996,1,3/1/1996,14.1,34.04,0.068233282,0.065867425,0.044758935,0.167325222
1996,2,6/1/1996,14.27,34.91,0.065894263,0.060500949,0.013845044,0.149762459
1996,3,9/1/1996,14.66,36,0.076524574,0.044688996,0.023041199,0.121233865
1996,4,12/1/1996,14.9,38.73,0.077417521,0.039478811,0.131431132,0.025240346
1997,1,3/1/1997,15.06,40.24,0.065867425,0.037789513,0.167325222,-0.017548708
1997,2,6/1/1997,15.16,40.55,0.060500949,0.050798449,0.149762459,-0.039743661
1997,3,9/1/1997,15.33,40.64,0.044688996,0.05148897,0.121233865,-0.064801023
1997,4,12/1/1997,15.5,39.72,0.039478811,0.044171218,0.025240346,-0.051929528
1998,1,3/1/1998,15.64,39.54,0.037789513,0.050493742,-0.017548708,-0.029776327
1998,2,6/1/1998,15.95,38.97,0.050798449,0.030866648,-0.039743661,0.051267633
1998,3,9/1/1998,16.14,38.09,0.05148897,0.030508773,-0.064801023,0.143328349
1998,4,12/1/1998,16.2,37.71,0.044171218,0.029798495,-0.051929528,0.244811109
1999,1,3/1/1999,16.45,38.38,0.050493742,0.018669618,-0.029776327,0.283308269
1999,2,6/1/1999,16.45,41.02,0.030866648,0.015083242,0.051267633,0.23564432
1999,3,9/1/1999,16.64,43.96,0.030508773,-0.017581538,0.143328349,0.200132872
1999,4,12/1/1999,16.69,48.17,0.029798495,-0.025486816,0.244811109,0.037286585
2000,1,3/1/2000,16.76,50.95,0.018669618,-0.048283133,0.283308269,-0.114451985
2000,2,6/1/2000,16.7,51.92,0.015083242,-0.062385153,0.23564432,-0.344478003
2000,3,9/1/2000,16.35,53.7,-0.017581538,-0.038022654,0.200132872,-0.640197902
2000,4,12/1/2000,16.27,50,-0.025486816,-0.033117678,0.037286585,-0.705624702
2001,1,3/1/2001,15.97,45.44,-0.048283133,-0.015142245,-0.114451985,-0.609589531
2001,2,6/1/2001,15.69,36.79,-0.062385153,0.022062036,-0.344478003,-0.319065497
2001,3,9/1/2001,15.74,28.31,-0.038022654,0.003804697,-0.640197902,0.059314728
2001,4,12/1/2001,15.74,24.69,-0.033117678,0.020748937,-0.705624702,0.111055085
2002,1,3/1/2002,15.73,24.7,-0.015142245,0.030675332,-0.609589531,0.205004317
2002,2,6/1/2002,16.04,26.74,0.022062036,0.008072071,-0.319065497,0.256246979
2002,3,9/1/2002,15.8,30.04,0.003804697,0.048790164,0.059314728,0.250204181
2002,4,12/1/2002,16.07,27.59,0.020748937,0.078941149,0.111055085,0.56904666
2003,1,3/1/2003,16.22,30.32,0.030675332,0.105237203,0.205004317,0.539436158
2003,2,6/1/2003,16.17,34.55,0.008072071,0.140003907,0.256246979,0.485619131
2003,3,9/1/2003,16.59,38.58,0.048790164,0.144024668,0.250204181,0.403735602
2003,4,12/1/2003,17.39,48.74,0.078941149,0.111437471,0.56904666,0.183381042
2004,1,3/1/2004,18.02,52,0.105237203,0.115684399,0.539436158,0.146760804
2004,2,6/1/2004,18.6,56.15,0.140003907,0.118021956,0.485619131,0.119226537
2004,3,9/1/2004,19.16,57.77,0.144024668,0.113831839,0.403735602,0.140281108
2004,4,12/1/2004,19.44,58.55,0.111437471,0.133659985,0.183381042,0.176182627
2005,1,3/1/2005,20.23,60.22,0.115684399,0.118716307,0.146760804,0.187924122
2005,2,6/1/2005,20.93,63.26,0.118021956,0.113260428,0.119226537,0.16341167
2005,3,9/1/2005,21.47,66.47,0.113831839,0.115555229,0.140281108,0.167239229
2005,4,12/1/2005,22.22,69.83,0.133659985,0.113071484,0.176182627,0.154661995
2006,1,3/1/2006,22.78,72.67,0.118716307,0.11240326,0.187924122,0.134717561
2006,2,6/1/2006,23.44,74.49,0.113260428,0.110169752,0.16341167,0.131044749
2006,3,9/1/2006,24.1,78.57,0.115555229,0.11288401,0.167239229,0.000381752
2006,4,12/1/2006,24.88,81.51,0.113071484,0.108450592,0.154661995,-0.20834741
2007,1,3/1/2007,25.49,83.15,0.11240326,0.104575586,0.134717561,-0.319822677
2007,2,6/1/2007,26.17,84.92,0.110169752,0.092631778,0.131044749,-0.502655292
2007,3,9/1/2007,26.98,78.6,0.11288401,0.067014142,0.000381752,-0.536817851
2007,4,12/1/2007,27.73,66.18,0.108450592,0.023522111,-0.20834741,-1.492360273
2008,1,3/1/2008,28.3,60.39,0.104575586,-0.037441378,-0.319822677,-2.175116087
2008,2,6/1/2008,28.71,51.37,0.092631778,-0.115043844,-0.502655292,-1.922818879
2008,3,9/1/2008,28.85,45.95,0.067014142,-0.188231534,-0.536817851,-1.298630314
2008,4,12/1/2008,28.39,14.88,0.023522111,-0.236529683,-1.492360273,1.231219195
2009,1,3/1/2009,27.26,6.86,-0.037441378,-0.218933789,-2.175116087,2.184018223
2009,2,6/1/2009,25.59,7.51,-0.115043844,-0.149342666,-1.922818879,2.189948578
2009,3,9/1/2009,23.9,12.54,-0.188231534,-0.067052138,-1.298630314,1.745796246
2009,4,12/1/2009,22.41,50.97,-0.236529683,0.01417835,1.231219195,0.417103353
2010,1,3/1/2010,21.9,60.93,-0.218933789,0.067530616,2.184018223,0.288543346
2010,2,6/1/2010,22.04,67.1,-0.149342666,0.099262103,2.189948578,0.223083937
2010,3,9/1/2010,22.35,71.86,-0.067052138,0.119223708,1.745796246,0.190958425
2010,4,12/1/2010,22.73,77.35,0.01417835,0.150814091,0.417103353,0.116992664
2011,1,3/1/2011,23.43,81.31,0.067530616,0.154699276,0.288543346,0.085185417
2011,2,6/1/2011,24.34,83.87,0.099262103,0.151447181,0.223083937,0.047159329
2011,3,9/1/2011,25.18,86.98,0.119223708,0.161386438,0.190958425,-0.005533793
2011,4,12/1/2011,26.43,86.95,0.150814091,0.167519648,0.116992664,-0.005073227
2012,1,3/1/2012,27.35,88.54,0.154699276,0.160450979,0.085185417,-0.009532528
2012,2,6/1/2012,28.32,87.92,0.151447181,0.161087821,0.047159329,0.033882595
2012,3,9/1/2012,29.59,86.5,0.161386438,0.150620098,-0.005533793,0.087078812
2012,4,12/1/2012,31.25,86.51,0.167519648,0.11304293,-0.005073227,0.146908174
2013,1,3/1/2013,32.11,87.7,0.160450979,0.120719997,-0.009532528,0.139712365
2013,2,6/1/2013,33.27,90.95,0.161087821,0.116479712,0.033882595,0.125583454
2013,3,9/1/2013,34.4,94.37,0.150620098,0.112341903,0.087078812,0.115838438
2013,4,12/1/2013,34.99,100.2,0.11304293,0.119718223,0.146908174,0.020839231
2014,1,3/1/2014,36.23,100.85,0.120719997,0.119039645,0.139712365,-0.015992345
2014,2,6/1/2014,37.38,103.12,0.116479712,0.1103241,0.125583454,-0.082964284
2014,3,9/1/2014,38.49,105.96,0.112341903,0.099340875,0.115838438,-0.155945419
2014,4,12/1/2014,39.44,102.31,0.119718223,0.09544847,0.020839231,-0.167516245
2015,1,3/1/2015,40.81,99.25,0.119039645,0.072531486,-0.015992345,-0.138191388
2015,2,6/1/2015,41.74,94.91,0.1103241,0.063130007,-0.082964284,-0.087940919
2015,3,9/1/2015,42.51,90.66,0.099340875,0.057589592,-0.155945419,-0.017469151
2015,4,12/1/2015,43.39,86.53,0.09544847,0.051869298,-0.167516245,0.08863762
2016,1,3/1/2016,43.88,86.44,0.072531486,0.055409696,-0.138191388,0.148615457
2016,2,6/1/2016,44.46,86.92,0.063130007,0.060227623,-0.087940919,0.179595033
2016,3,9/1/2016,45.03,89.09,0.057589592,0.067407486,-0.017469151,0.183929124
2016,4,12/1/2016,45.7,94.55,0.051869298,0.068292407,0.08863762,0.150260066
2017,1,3/1/2017,46.38,100.29,0.055409696,0.075154674,0.148615457,0.140684925
2017,2,6/1/2017,47.22,104.02,0.060227623,0.076812003,0.179595033,0.163364563
2017,3,9/1/2017,48.17,107.08,0.067407486,0.083024476,0.183929124,0.196953741
2017,4,12/1/2017,48.93,109.88,0.068292407,0.093952962,0.150260066,0.186363251
2018,1,3/1/2018,50,115.44,0.075154674,0.094218675,0.140684925,0.151995106
2018,2,6/1/2018,50.99,122.48,0.076812003,0.095101111,0.163364563,0.09932503
2018,3,9/1/2018,52.34,130.39,0.083024476,0.089142591,0.196953741,0.019067006
2018,4,12/1/2018,53.75,132.39,0.093952962,0.080228737,0.186363251,0.052097412
2019,1,3/1/2019,54.94,134.39,0.094218675,0.081088397,0.151995106,-0.144315041
2019,2,6/1/2019,56.07727474,135.27,0.095101111,0.06226631,0.09932503,-0.309832393
2019,3,9/1/2019,57.22,132.9,0.089142591,0.028088346,0.019067006,-0.302387105
2019,4,12/1/2019,58.24,139.47,0.080228737,0.000666779,0.052097412,-0.393172719
2020,1,3/1/2020,59.58060359,116.33,0.081088397,-0.033228042,-0.144315041,0.097160565
2020,2,6/1/2020,59.68,99.23,0.06226631,-0.030883516,-0.309832393,0.46995324
2020,3,9/1/2020,58.85,98.22,0.028088346,0.006849602,-0.302387105,0.580030242
2020,4,12/1/2020,58.27884614,94.13,0.000666779,0.035702194,-0.393172719,0.742933444
2021,1,3/1/2021,57.63338706,128.2,-0.033228042,0.072547946,0.097160565,0.434220837
2021,2,6/1/2021,57.86504213,158.76,-0.030883516,0.101082095,0.46995324,0.191454995
2021,3,9/1/2021,59.25448275,175.43,0.006849602,0.097430888,0.580030242,0.065097705
2021,4,12/1/2021,60.39711728,197.87,0.035702194,0.102556499,0.742933444,-0.135764787
2022,1,3/1/2022,61.96997432,197.91,0.072547946,0.095941199,0.434220837,-0.122055451
2022,2,6/1/2022,64.02,192.26,0.101082095,0.070699215,0.191454995,-0.060296344
2022,3,9/1/2022,65.31830534,187.23,0.097430888,0.059362118,0.065097705,-0.016044277
2022,4,12/1/2022,66.92,172.75,0.102556499,0.049326438,-0.135764787,0.107886989
2023,1,3/1/2023,68.21,175.17,0.095941199,0.037618404,-0.122055451,0.0885563
2023,2,6/1/2023,68.71,181.01,0.070699215,0.046435197,-0.060296344,0.083432434
2023,3,9/1/2023,69.31313609,184.25,0.059362118,0.057289493,-0.016044277,0.083372925
2023,4,12/1/2023,70.30369194,192.43,0.049326438,0.062424689,0.107886989,0.088184276
2024,1,3/1/2024,70.82482573,191.39,0.037618404,0.072433785,0.0885563,0.12415453
